id_sample,TTI
206,1.1700700000000002
207,1.15878
208,1.15513
209,1.18505
210,1.59736
211,1.61039
212,1.56414
213,1.81114
214,1.85454
215,1.87159
216,1.80395
217,1.62635
218,1.56528
219,1.86739
220,2.18228
221,2.26809
222,2.05505
223,1.9902
224,1.76068
225,1.7919
226,1.59286
227,1.93726
228,1.72518
229,1.73184
230,1.76001
231,1.35282
232,1.48468
233,1.45344
234,1.89654
235,2.29199
236,2.03623
237,1.45677
238,1.7327099999999998
239,2.0926
240,2.5750900000000003
241,2.27641
242,2.2139
243,3.77579
244,3.14398
245,2.69557
246,4.1732
247,3.34254
248,1.93837
249,1.6944099999999995
250,1.89215
251,1.80873
252,1.0320200000000002
253,1.04741
254,1.04539
255,1.14762
256,1.14217
257,1.11837
258,1.10277
259,1.12463
260,1.14871
261,1.25222
262,1.31824
263,1.38131
264,1.85225
265,1.77574
266,1.7300099999999998
267,1.61643
268,1.59667
269,1.62475
270,1.17071
271,1.1897
272,1.22596
273,1.10874
274,1.14114
275,1.22088
276,1.69517
277,1.51377
278,1.36779
279,1.12579
280,1.13065
281,1.11258
282,1.35952
283,1.46911
284,1.5082
285,1.7485700000000002
286,1.77558
287,1.73364
288,1.31423
289,1.23646
290,1.20025
291,1.26936
292,1.23755
293,1.26128
294,1.03152
295,1.0413
296,1.04741
297,1.13788
298,1.14295
299,1.15786
300,1.12275
301,1.1282
302,1.11224
303,1.32277
304,1.38846
305,1.41701
306,1.55823
307,1.64115
308,1.7217
309,1.7412900000000002
310,1.75924
311,1.67442
312,1.28665
313,1.28959
314,1.35352
315,1.11106
316,1.1309
317,1.11878
318,1.31696
319,1.33946
320,1.3898700000000002
321,1.1195
322,1.07554
323,1.09235
324,1.46994
325,1.4295
326,1.5279
327,1.22804
328,1.19987
329,1.16164
330,1.1533799999999998
331,1.13981
332,1.10582
333,1.13705
334,1.13549
335,1.129
336,1.12971
337,1.11694
338,1.15418
339,1.1905
340,1.21254
341,1.19458
342,1.18971
343,1.17357
344,1.14824
345,1.1993200000000002
346,1.21595
347,1.24406
348,1.59111
349,1.48817
350,1.25436
351,1.32606
352,1.24929
353,1.23374
354,1.2252299999999998
355,1.22087
356,1.20338
357,1.1818
358,1.17696
359,1.21239
360,1.17946
361,1.27668
362,1.45728
363,1.21402
364,1.29391
365,1.21193
366,1.20956
367,1.23706
368,1.20042
369,1.3701299999999998
370,1.21892
371,1.21757
372,1.22421
373,1.205
374,1.22648
375,1.19867
376,1.1842700000000002
377,1.19409
378,1.10955
379,1.11327
380,1.1129
381,1.1953200000000002
382,1.23144
383,1.1971
384,1.17857
385,1.18289
386,1.18153
387,1.21511
388,1.3049
389,1.37834
390,1.21743
391,1.17426
392,1.20328
393,1.20947
394,1.20584
395,1.21057
396,1.23223
397,1.17189
398,1.24038
399,1.05852
400,1.0755
401,1.04699
402,1.13637
403,1.0897
404,1.13335
405,1.17241
406,1.1394
407,1.15575
408,1.21877
409,1.24875
410,1.2888700000000002
411,1.14764
412,1.14499
413,1.1974200000000002
414,1.1983700000000002
415,1.2271299999999998
416,1.22029
417,1.3159
418,1.30485
419,1.34464
420,1.0938
421,1.08296
422,1.08701
423,1.15798
424,1.15478
425,1.13139
426,1.13566
427,1.13616
428,1.14018
429,1.14308
430,1.0833
431,1.14111
432,1.22005
433,1.18239
434,1.17237
435,1.2538
436,1.26666
437,1.20972
438,1.22791
439,1.21482
440,1.23357
441,1.1205
442,1.1061299999999998
443,1.12017
444,1.13758
445,1.16384
446,1.14247
447,1.18518
448,1.15949
449,1.11461
450,1.18707
451,1.2392
452,1.27529
453,1.18303
454,1.1792
455,1.17576
456,1.13321
457,1.16704
458,1.1613
459,1.16525
460,1.14998
461,1.14908
462,1.46974
463,1.46596
464,1.54155
465,1.70043
466,2.18775
467,2.44753
468,1.72378
469,1.84256
470,1.89862
471,7.90293
472,8.582880000000001
473,6.87293
474,5.92295
475,4.04046
476,3.85173
477,2.31902
478,2.32467
479,2.18772
480,1.74721
481,1.89403
482,2.16991
483,1.29333
484,1.55663
485,1.34358
486,1.5796
487,1.61387
488,1.76456
489,2.42688
490,2.09807
491,2.39271
492,7.369089999999999
493,6.6643300000000005
494,7.5405
495,5.81546
496,2.5463400000000003
497,2.29509
498,3.21681
499,2.72152
500,2.1905
501,1.6660700000000002
502,1.91081
503,1.7381400000000002
504,1.28518
505,1.34914
506,1.5103
507,1.26156
508,1.23177
509,1.22658
510,1.56103
511,1.7281
512,1.4172
513,1.62077
514,1.6396099999999998
515,1.53232
516,1.6034700000000002
517,1.69515
518,1.72888
519,2.356
520,2.36103
521,2.14906
522,1.3239299999999998
523,1.234
524,1.20118
525,4.18429
526,4.22157
527,4.16894
528,2.10555
529,1.97654
530,1.93575
531,1.11538
532,1.13034
533,1.1636799999999998
534,1.53485
535,1.55263
536,1.53613
537,1.2239
538,1.21871
539,1.22667
540,1.38619
541,1.38679
542,1.31385
543,1.37191
544,1.27966
545,1.17202
546,1.93573
547,1.95297
548,1.90484
549,1.5990799999999998
550,1.45868
551,1.35408
552,1.11617
553,1.13012
554,1.12333
555,1.24985
556,1.32153
557,1.42933
558,1.54111
559,1.67503
560,1.77022
561,1.8076
562,1.7788
563,1.79968
564,1.75948
565,1.67362
566,1.44711
567,3.506
568,3.3747199999999995
569,3.08653
570,3.11708
571,3.06565
572,2.37641
573,1.08975
574,1.11447
575,1.10675
576,1.66588
577,1.57247
578,1.52549
579,1.21158
580,1.16384
581,1.17813
582,1.3031700000000002
583,1.35038
584,1.37861
585,1.15137
586,1.14076
587,1.14124
588,1.30017
589,1.20606
590,1.19474
591,1.16333
592,1.19547
593,1.14921
594,1.14445
595,1.15328
596,1.14279
597,1.18692
598,1.1872
599,1.1687299999999998
600,1.45555
601,1.55095
602,1.61806
603,1.99407
604,1.98265
605,1.81889
606,1.28679
607,1.28383
608,1.23587
609,2.63217
610,2.24233
611,2.09103
612,1.29698
613,1.33381
614,1.31048
615,1.10402
616,1.09195
617,1.11129
618,1.12871
619,1.14793
620,1.15108
621,1.11842
622,1.14019
623,1.1620700000000002
624,1.27391
625,1.40561
626,1.46514
627,1.1798799999999998
628,1.19688
629,1.19472
630,1.14753
631,1.14594
632,1.15343
633,1.16352
634,1.1555799999999998
635,1.14314
636,1.18603
637,1.12258
638,1.16002
639,1.13354
640,1.17782
641,1.1568
642,1.14905
643,1.11144
644,1.1544299999999998
645,1.17736
646,1.1879
647,1.18555
648,1.19036
649,1.17165
650,1.19222
651,5.88068
652,5.15492
653,4.67097
654,1.14074
655,1.14589
656,1.16025
657,1.22792
658,1.17403
659,1.14874
660,1.20537
661,1.14722
662,1.22763
663,1.27831
664,1.27881
665,1.18002
666,1.26662
667,1.30748
668,1.28554
669,1.39781
670,1.39741
671,1.36965
672,1.91665
673,1.77693
674,1.77127
675,1.15445
676,1.12215
677,1.11474
678,1.09144
679,1.08876
680,1.09263
681,1.15689
682,1.15583
683,1.11827
684,1.1498
685,1.16713
686,1.17043
687,1.43294
688,1.37703
689,1.31554
690,1.19489
691,1.20272
692,1.25121
693,5.7969
694,4.6252
695,4.53273
696,1.6763099999999995
697,1.7729700000000002
698,1.72098
699,1.13569
700,1.0904
701,1.07697
702,1.20011
703,1.19515
704,1.1765
705,1.15578
706,1.20402
707,1.18103
708,1.15089
709,1.18723
710,1.17763
711,1.16683
712,1.21938
713,1.18799
714,1.47692
715,1.88787
716,1.51802
717,1.5876
718,1.9567
719,2.1077
720,1.8136
721,1.75735
722,1.6545299999999998
723,1.87175
724,1.85113
725,1.89326
726,1.91612
727,1.74596
728,1.83596
729,1.61628
730,1.63712
731,1.63339
732,1.57363
733,1.63688
734,1.73731
735,1.46578
736,1.31571
737,1.2451299999999998
738,2.64145
739,2.3040000000000003
740,2.3764
741,1.5957
742,1.60626
743,1.4841
744,2.20864
745,3.88717
746,5.24579
747,2.2741
748,1.99383
749,1.53525
750,2.15555
751,1.90147
752,1.55551
753,1.5318
754,1.5084799999999998
755,1.60094
756,1.15601
757,1.17478
758,1.1675799999999998
759,1.40222
760,1.34685
761,1.35556
762,1.33758
763,1.2844799999999998
764,1.25114
765,1.39398
766,1.47515
767,1.49512
768,1.63929
769,1.8878
770,2.08683
771,2.25291
772,2.27308
773,2.24126
774,1.44191
775,1.45583
776,1.45979
777,3.32881
778,3.1086
779,3.005
780,2.10716
781,1.86722
782,1.76941
783,1.1632
784,1.14681
785,1.13361
786,1.4882799999999998
787,1.60199
788,1.65437
789,1.51842
790,1.36927
791,1.30455
792,1.45753
793,1.45849
794,1.46231
795,1.19536
796,1.15349
797,1.17105
798,1.83105
799,1.91042
800,1.8807
801,1.3914799999999998
802,1.38592
803,1.43052
804,1.25735
805,1.21854
806,1.16077
807,1.39073
808,1.54149
809,1.46863
810,1.7573299999999998
811,1.71583
812,1.65864
813,1.73872
814,1.76728
815,1.82246
816,1.67136
817,1.73751
818,1.66091
819,3.35462
820,3.45256
821,3.16676
822,3.14411
823,2.74931
824,2.68996
825,1.0953
826,1.11509
827,1.1081299999999998
828,1.74883
829,1.72725
830,1.7344099999999998
831,1.23209
832,1.30096
833,1.28728
834,1.32313
835,1.4569299999999998
836,1.5610700000000002
837,1.1687
838,1.15564
839,1.14552
840,1.18117
841,1.16699
842,1.16224
843,1.18186
844,1.16246
845,1.16689
846,1.13881
847,1.18376
848,1.20973
849,1.17386
850,1.1833
851,1.17462
852,1.33472
853,1.38586
854,1.37186
855,1.58955
856,1.90546
857,1.75023
858,1.2431
859,1.24604
860,1.23526
861,1.509
862,1.47436
863,1.49522
864,1.5162
865,1.53221
866,1.46205
867,1.09825
868,1.11339
869,1.11034
870,1.12498
871,1.16283
872,1.19875
873,1.14737
874,1.17752
875,1.1821
876,1.2699200000000002
877,1.25394
878,1.2248
879,1.22814
880,1.2252299999999998
881,1.21004
882,1.1733
883,1.14136
884,1.09985
885,1.17503
886,1.15488
887,1.15184
888,1.1262
889,1.16951
890,1.16442
891,1.18239
892,1.18167
893,1.17897
894,1.1143299999999998
895,1.1610200000000002
896,1.18157
897,1.22101
898,1.22172
899,1.23023
900,1.16029
901,1.17435
902,1.20107
903,4.22096
904,3.20129
905,2.30269
906,1.13163
907,1.1224
908,1.12897
909,1.15699
910,1.16874
911,1.13714
912,1.1287200000000002
913,1.12341
914,1.1141
915,1.25056
916,1.26597
917,1.24265
918,1.18533
919,1.21819
920,1.21782
921,1.36764
922,1.34312
923,1.4417799999999998
924,1.2138799999999998
925,1.1813
926,1.12512
927,1.14968
928,1.12781
929,1.15184
930,1.10239
931,1.1548
932,1.13484
933,1.16077
934,1.16349
935,1.1730200000000002
936,1.213
937,1.19156
938,1.20325
939,1.33715
940,1.40852
941,1.31091
942,1.20665
943,1.19313
944,1.22675
945,2.00635
946,2.05273
947,2.3553900000000003
948,1.58134
949,1.43012
950,1.26548
951,1.09897
952,1.07533
953,1.1167
954,1.18882
955,1.21223
956,1.18662
957,1.16295
958,1.16223
959,1.15266
960,1.13491
961,1.12539
962,1.1656
963,1.15631
964,1.16121
965,1.17843
966,1.39845
967,1.46949
968,1.53015
969,1.75482
970,1.86879
971,1.80158
972,1.80361
973,1.7928
974,1.83377
975,2.13004
976,1.99942
977,1.9225
978,1.67278
979,1.66925
980,1.66645
981,1.66122
982,1.6598400000000002
983,1.61437
984,1.61694
985,1.61884
986,1.55405
987,1.35176
988,1.35915
989,1.3529799999999998
990,1.44451
991,1.42621
992,1.39872
993,1.6596799999999998
994,1.75957
995,1.5973
996,1.73148
997,2.2357400000000003
998,2.48889
999,1.53708
1000,1.72976
1001,1.9656
1002,1.60622
1003,1.6831599999999998
1004,1.7400799999999998
1005,1.54108
1006,1.63333
1007,1.57929
1008,1.20001
1009,1.24149
1010,1.22773
1011,1.19977
1012,1.22129
1013,1.20496
1014,1.31916
1015,1.32008
1016,1.29235
1017,1.38898
1018,1.43497
1019,1.52828
1020,1.51656
1021,2.22603
1022,2.66173
1023,2.29075
1024,2.35527
1025,2.26364
1026,2.0087
1027,2.17998
1028,2.16317
1029,2.83646
1030,2.8221700000000003
1031,2.76539
1032,2.2880700000000003
1033,2.13565
1034,2.01326
1035,1.44881
1036,1.54741
1037,1.36866
1038,1.34795
1039,1.39924
1040,1.40681
1041,1.6826599999999998
1042,1.62582
1043,1.54421
1044,1.56283
1045,1.46846
1046,1.47379
1047,1.27036
1048,1.20036
1049,1.18633
1050,2.43106
1051,2.44129
1052,2.46416
1053,1.57613
1054,1.5789
1055,1.40746
1056,1.18105
1057,1.20746
1058,1.16326
1059,1.2183700000000002
1060,1.21814
1061,1.36076
1062,1.81653
1063,1.79852
1064,1.78037
1065,1.74387
1066,1.78272
1067,1.79248
1068,1.74473
1069,1.75968
1070,1.6347200000000002
1071,2.98001
1072,3.05108
1073,2.94355
1074,1.86339
1075,1.94499
1076,2.37625
1077,1.31536
1078,1.1590200000000002
1079,1.13257
1080,1.7382
1081,1.8623
1082,1.84055
1083,1.17928
1084,1.21456
1085,1.24558
1086,1.52593
1087,1.45435
1088,1.31531
1089,1.19276
1090,1.18862
1091,1.16901
1092,1.40952
1093,1.30189
1094,1.4103
1095,1.1702
1096,1.18878
1097,1.18787
1098,1.15963
1099,1.13811
1100,1.16183
1101,1.23822
1102,1.3163200000000002
1103,1.22233
1104,1.28019
1105,1.30001
1106,1.2069
1107,1.82266
1108,2.23712
1109,2.01898
1110,1.25822
1111,1.26096
1112,1.24166
1113,1.81033
1114,1.65609
1115,1.61274
1116,1.5264
1117,1.35284
1118,1.36763
1119,1.12269
1120,1.11954
1121,1.0628
1122,1.3456
1123,1.2072200000000002
1124,1.16356
1125,1.18625
1126,1.16842
1127,1.2205
1128,1.45289
1129,1.83615
1130,1.63858
1131,1.23169
1132,1.2143
1133,1.2009999999999998
1134,1.13761
1135,1.1323
1136,1.15262
1137,1.1676799999999998
1138,1.18065
1139,1.17762
1140,1.1883
1141,1.12529
1142,1.14718
1143,1.1952200000000002
1144,1.1713
1145,1.16264
1146,1.18415
1147,1.2063
1148,1.20402
1149,1.24831
1150,1.20724
1151,1.18496
1152,1.24064
1153,1.21125
1154,1.22546
1155,2.87874
1156,3.15517
1157,2.33974
1158,1.10293
1159,1.10089
1160,1.12924
1161,1.11403
1162,1.11907
1163,1.13204
1164,1.1318700000000002
1165,1.16404
1166,1.14289
1167,1.2238
1168,1.30817
1169,1.26535
1170,1.24953
1171,1.25622
1172,1.2990000000000002
1173,1.34578
1174,1.43763
1175,1.36031
1176,1.15687
1177,1.12601
1178,1.16423
1179,1.14407
1180,1.14626
1181,1.12492
1182,1.08465
1183,1.10394
1184,1.06231
1185,1.12255
1186,1.12863
1187,1.11011
1188,1.20582
1189,1.26825
1190,1.2684
1191,1.39184
1192,1.36138
1193,1.30722
1194,1.24927
1195,1.27124
1196,1.23704
1197,2.41603
1198,2.81029
1199,2.51255
1200,1.19015
1201,1.17621
1202,1.1922700000000002
1203,1.10321
1204,1.12149
1205,1.10514
1206,1.20851
1207,1.16075
1208,1.13545
1209,1.19053
1210,1.1483
1211,1.15123
1212,1.25216
1213,1.29139
1214,1.23234
1215,1.19951
1216,1.19503
1217,1.23855
1218,1.43698
1219,1.33514
1220,1.28768
1221,1.6695
1222,1.77663
1223,1.91637
1224,1.79645
1225,1.71178
1226,1.60092
1227,1.6687
1228,1.95164
1229,2.26465
1230,1.77385
1231,2.45165
1232,2.45225
1233,1.6699099999999998
1234,1.59709
1235,1.60395
1236,1.63123
1237,1.54239
1238,1.6548
1239,1.21651
1240,1.20396
1241,1.1731200000000002
1242,1.51823
1243,1.6663400000000002
1244,1.66685
1245,1.6693099999999998
1246,1.63107
1247,1.44737
1248,1.91724
1249,2.1306
1250,1.97653
1251,2.06964
1252,1.63093
1253,1.5724
1254,1.83156
1255,2.03486
1256,2.92102
1257,1.65905
1258,1.58202
1259,1.68816
1260,1.39549
1261,1.37646
1262,1.29551
1263,1.34568
1264,1.26181
1265,1.15359
1266,1.14304
1267,1.21133
1268,1.21017
1269,1.23298
1270,1.30505
1271,1.4199700000000002
1272,1.78355
1273,1.7988400000000002
1274,1.96885
1275,2.17037
1276,2.20892
1277,2.1721
1278,1.29422
1279,1.25626
1280,1.29252
1281,2.82545
1282,2.84098
1283,2.9452
1284,2.2495
1285,2.31096
1286,2.33787
1287,1.14499
1288,1.11641
1289,1.12093
1290,1.72491
1291,1.60569
1292,1.57262
1293,1.38019
1294,1.2685799999999998
1295,1.23656
1296,1.31895
1297,1.22806
1298,1.21671
1299,1.17357
1300,1.16067
1301,1.19143
1302,2.88342
1303,3.04631
1304,2.76108
1305,1.5095
1306,1.4074
1307,1.34266
1308,1.16133
1309,1.15583
1310,1.13446
1311,1.52824
1312,1.5467
1313,1.5661200000000002
1314,1.82676
1315,1.85404
1316,1.82786
1317,1.74639
1318,1.82551
1319,2.05057
1320,1.62722
1321,1.5101
1322,1.40871
1323,3.86085
1324,3.81814
1325,3.87065
1326,2.71689
1327,2.37153
1328,2.03921
1329,1.40633
1330,1.20589
1331,1.14814
1332,1.48577
1333,1.55015
1334,1.49317
1335,1.20855
1336,1.18599
1337,1.19761
1338,1.24001
1339,1.23154
1340,1.29233
1341,1.13076
1342,1.11663
1343,1.13694
1344,1.3321
1345,1.19239
1346,1.1555799999999998
1347,1.16907
1348,1.15894
1349,1.1787299999999998
1350,1.1496
1351,1.18477
1352,1.17003
1353,1.23731
1354,1.21431
1355,1.206
1356,1.5321
1357,1.56876
1358,1.37224
1359,1.73385
1360,1.68203
1361,1.6821099999999998
1362,1.24524
1363,1.23499
1364,1.22989
1365,2.46576
1366,2.4699
1367,2.53409
1368,1.38074
1369,1.3663299999999998
1370,1.2897
1371,1.11248
1372,1.12425
1373,1.09254
1374,1.23697
1375,1.25836
1376,1.21165
1377,1.3074
1378,1.18831
1379,1.33644
1380,1.29432
1381,1.34066
1382,1.39641
1383,1.20154
1384,1.20709
1385,1.22084
1386,1.16214
1387,1.13068
1388,1.11893
1389,1.1411
1390,1.15115
1391,1.14451
1392,1.15658
1393,1.14466
1394,1.15019
1395,1.1880700000000002
1396,1.20907
1397,1.21483
1398,1.19269
1399,1.18221
1400,1.17413
1401,1.17462
1402,1.33213
1403,1.34542
1404,1.14263
1405,1.21536
1406,1.183
1407,3.2294400000000003
1408,2.80341
1409,2.13808
1410,1.1282299999999998
1411,1.1716
1412,1.1199
1413,1.12508
1414,1.17438
1415,1.23895
1416,1.16596
1417,1.1821700000000002
1418,1.1705
1419,1.26965
1420,1.26054
1421,1.25259
1422,1.31154
1423,1.31605
1424,1.22076
1425,1.36802
1426,1.37219
1427,1.31106
1428,1.16606
1429,1.13654
1430,1.13417
1431,1.17426
1432,1.15638
1433,1.1367200000000002
1434,1.11793
1435,1.1067
1436,1.11291
1437,1.1851200000000002
1438,1.13369
1439,1.15977
1440,1.2418
1441,1.2155
1442,1.19851
1443,1.46695
1444,1.33489
1445,1.33136
1446,1.21597
1447,1.23756
1448,1.23601
1449,4.02545
1450,3.4618800000000003
1451,3.32757
1452,1.52374
1453,1.38549
1454,1.29608
1455,1.12622
1456,1.11174
1457,1.11324
1458,1.22134
1459,1.20021
1460,1.19843
1461,1.16656
1462,1.19033
1463,1.20059
1464,1.17989
1465,1.1625299999999998
1466,1.17307
1467,1.17503
1468,1.16897
1469,1.14559
1470,1.65605
1471,1.815
1472,1.6406
1473,1.66555
1474,1.91154
1475,2.66686
1476,1.78447
1477,1.98148
1478,1.72025
1479,2.32905
1480,2.25533
1481,2.41283
1482,1.88549
1483,2.52551
1484,2.54673
1485,1.56518
1486,1.55415
1487,1.5314
1488,1.66878
1489,1.71366
1490,1.72738
1491,1.27924
1492,1.33722
1493,1.26222
1494,1.44752
1495,1.58844
1496,1.81283
1497,1.5117200000000002
1498,1.50956
1499,1.50155
1500,1.7374900000000002
1501,2.41366
1502,2.52445
1503,3.36416
1504,2.39768
1505,1.74808
1506,1.61571
1507,1.7191900000000002
1508,1.68881
1509,1.47835
1510,1.55774
1511,1.48463
1512,1.3016
1513,1.2932
1514,1.22521
1515,1.50401
1516,1.39767
1517,1.24729
1518,1.13521
1519,1.1143299999999998
1520,1.1266
1521,1.5118200000000002
1522,1.70475
1523,2.09122
1524,2.3135
1525,2.39397
1526,2.56122
1527,2.88773
1528,2.82282
1529,2.72005
1530,2.04992
1531,2.10924
1532,1.9768
1533,2.85232
1534,2.06621
1535,1.89615
1536,1.83459
1537,1.56324
1538,1.36266
1539,1.21528
1540,1.1977
1541,1.23003
1542,1.85857
1543,1.87786
1544,1.7864799999999998
1545,1.77928
1546,1.65704
1547,1.63929
1548,1.3917
1549,1.32893
1550,1.28787
1551,1.20699
1552,1.2082
1553,1.16916
1554,1.60974
1555,1.39944
1556,1.27845
1557,1.61415
1558,1.54096
1559,1.35425
1560,1.14737
1561,1.11773
1562,1.1471
1563,1.69127
1564,1.76845
1565,1.87259
1566,3.47812
1567,2.24264
1568,1.84731
1569,1.7920900000000002
1570,1.7373900000000002
1571,1.76706
1572,1.76921
1573,1.76092
1574,1.72626
1575,3.0089200000000003
1576,2.55248
1577,2.89158
1578,1.90653
1579,1.75699
1580,1.52999
1581,1.114
1582,1.14842
1583,1.18664
1584,1.43786
1585,1.47151
1586,1.49135
1587,1.93729
1588,1.86505
1589,1.87007
1590,1.67412
1591,1.7442
1592,1.7720599999999995
1593,1.29303
1594,1.32915
1595,1.20959
1596,1.36749
1597,1.18687
1598,1.19701
1599,1.19906
1600,1.19294
1601,1.1752200000000002
1602,1.15652
1603,1.17808
1604,1.1769
1605,1.25553
1606,1.25154
1607,1.30234
1608,1.60263
1609,1.55405
1610,1.59485
1611,2.62678
1612,2.27865
1613,2.16656
1614,1.48597
1615,1.4601
1616,1.43044
1617,1.44044
1618,1.35337
1619,1.36449
1620,1.21233
1621,1.40484
1622,1.57034
1623,1.08278
1624,1.0924200000000002
1625,1.10896
1626,1.18519
1627,1.2286700000000002
1628,1.30806
1629,1.52255
1630,1.48738
1631,1.461
1632,1.64044
1633,1.62049
1634,1.53795
1635,1.2034
1636,1.21954
1637,1.2339
1638,1.14756
1639,1.16794
1640,1.14971
1641,1.18137
1642,1.1669200000000002
1643,1.19199
1644,1.13859
1645,1.15235
1646,1.1716
1647,1.20599
1648,1.22929
1649,1.23212
1650,1.10615
1651,1.14434
1652,1.14396
1653,1.20315
1654,1.21127
1655,1.19303
1656,1.2442799999999998
1657,1.2504
1658,1.21431
1659,1.09731
1660,1.09744
1661,1.15484
1662,1.15546
1663,1.15818
1664,1.22335
1665,1.18121
1666,1.17742
1667,1.17645
1668,1.29227
1669,1.34216
1670,1.62964
1671,1.17665
1672,1.16056
1673,1.18587
1674,1.19902
1675,1.19183
1676,1.16562
1677,1.29871
1678,1.2527
1679,1.2668700000000002
1680,1.16908
1681,1.14821
1682,1.18153
1683,1.09267
1684,1.11346
1685,1.09829
1686,1.08082
1687,1.09846
1688,1.09682
1689,1.15287
1690,1.14426
1691,1.14035
1692,1.1889299999999998
1693,1.19558
1694,1.2478
1695,1.35553
1696,1.33973
1697,1.33574
1698,1.22496
1699,1.26186
1700,1.23364
1701,1.98965
1702,2.31951
1703,2.0698
1704,1.32629
1705,1.206
1706,1.13702
1707,1.11796
1708,1.10689
1709,1.14959
1710,1.27708
1711,1.18503
1712,1.1639
1713,1.17369
1714,1.16908
1715,1.1525
1716,1.17331
1717,1.15488
1718,1.18658
1719,1.24043
1720,1.19994
1721,1.23826
1722,3.216
1723,2.00579
1724,1.93094
1725,2.24666
1726,2.62494
1727,2.46563
1728,2.8518
1729,3.06588
1730,1.85354
1731,2.95068
1732,2.7192
1733,2.57045
1734,1.93379
1735,2.25271
1736,3.07964
1737,1.66685
1738,1.84356
1739,1.82475
1740,2.25904
1741,2.30503
1742,2.0504
1743,1.38602
1744,1.6647299999999998
1745,1.79158
1746,2.55979
1747,2.3281400000000003
1748,2.12277
1749,1.91433
1750,1.87408
1751,1.66115
1752,4.82366
1753,5.79804
1754,9.92824
1755,2.41416
1756,2.95251
1757,2.29033
1758,3.03511
1759,2.5785
1760,1.89641
1761,3.81461
1762,2.91474
1763,2.32765
1764,1.07856
1765,1.09596
1766,1.19928
1767,1.90454
1768,1.89053
1769,1.93805
1770,1.16237
1771,1.1832200000000002
1772,1.17085
1773,1.3846
1774,1.53243
1775,1.6933900000000002
1776,2.22066
1777,2.30858
1778,2.35675
1779,3.16286
1780,2.96272
1781,2.90692
1782,1.26319
1783,1.25945
1784,1.27399
1785,1.23216
1786,1.21865
1787,1.20944
1788,1.59836
1789,1.65714
1790,1.79608
1791,1.43101
1792,1.34047
1793,1.23698
1794,2.26395
1795,1.97051
1796,1.81343
1797,1.539
1798,1.59574
1799,1.48801
1800,1.73337
1801,1.70823
1802,1.6850900000000002
1803,1.1942
1804,1.17705
